ClaidentTutorial__Sample01__MiFish	9.90823529411765
ClaidentTutorial__Sample02__MiFish	9.81882352941176
ClaidentTutorial__Sample03__MiFish	9.93294117647059
ClaidentTutorial__Sample04__MiFish	9.94117647058824
ClaidentTutorial__Sample05__MiFish	9.88705882352941
ClaidentTutorial__Sample06__MiFish	9.89882352941176
ClaidentTutorial__Sample07__MiFish	9.82352941176471
ClaidentTutorial__Sample08__MiFish	9.95529411764706
ClaidentTutorial__Sample09__MiFish	9.89294117647059
ClaidentTutorial__Sample10__MiFish	9.86941176470588
ClaidentTutorial__Sample11__MiFish	9.90705882352941
ClaidentTutorial__Sample12__MiFish	9.79882352941176
ClaidentTutorial__Sample13__MiFish	9.89529411764706
ClaidentTutorial__Sample14__MiFish	9.81058823529412
ClaidentTutorial__Sample15__MiFish	9.88470588235294
ClaidentTutorial__Sample16__MiFish	9.88588235294118
ClaidentTutorial__Sample17__MiFish	9.87294117647059
ClaidentTutorial__Sample18__MiFish	9.86823529411765
ClaidentTutorial__Sample19__MiFish	9.92
ClaidentTutorial__Sample20__MiFish	9.87058823529412
