samplename	species	nreads
ClaidentTutorial__Sample01__MiFish	003_Sardina_pilchardus	5106.86297791499
ClaidentTutorial__Sample01__MiFish	042_Cephalopholis_argus	5066.49251959155
ClaidentTutorial__Sample01__MiFish	063_Nothobranchius_kafuensis	5066.49251959155
ClaidentTutorial__Sample01__MiFish	064_Polymixia_japonica	5066.49251959155
ClaidentTutorial__Sample01__MiFish	117_unidentified_Pseudorhombus	5066.49251959155
ClaidentTutorial__Sample01__MiFish	006_unidentified_Symphysodon	5026.12206126811
ClaidentTutorial__Sample01__MiFish	024_unidentified_Oreochromini	5026.12206126811
ClaidentTutorial__Sample01__MiFish	067_unidentified_Sabanejewia	5026.12206126811
ClaidentTutorial__Sample01__MiFish	093_Trachidermus_fasciatus	5026.12206126811
ClaidentTutorial__Sample01__MiFish	143_Rhynchactis_macrothrix	5026.12206126811
ClaidentTutorial__Sample01__MiFish	164_Mugilogobius_chulae	5026.12206126811
ClaidentTutorial__Sample01__MiFish	005_unidentified_Amblyopinae	5005.93683210639
ClaidentTutorial__Sample01__MiFish	026_unidentified_Facciolella	5005.93683210639
ClaidentTutorial__Sample01__MiFish	032_Acanthocepola_krusensternii	5005.93683210639
ClaidentTutorial__Sample01__MiFish	055_unidentified_Megaleporinus	5005.93683210639
ClaidentTutorial__Sample01__MiFish	088_unidentified_Tetraodontidae	5005.93683210639
ClaidentTutorial__Sample01__MiFish	119_unidentified_Callionymidae	5005.93683210639
ClaidentTutorial__Sample01__MiFish	014_unidentified_Onychostoma	4985.75160294467
ClaidentTutorial__Sample01__MiFish	017_Cynoglossus_abbreviatus	4985.75160294467
ClaidentTutorial__Sample01__MiFish	018_unidentified_Hyporhamphus	4985.75160294467
ClaidentTutorial__Sample01__MiFish	021_unidentified_Homatula	4985.75160294467
ClaidentTutorial__Sample01__MiFish	047_Lepidoblepharon_ophthalmolepis	4985.75160294467
ClaidentTutorial__Sample01__MiFish	077_unidentified_Hime	4985.75160294467
ClaidentTutorial__Sample01__MiFish	080_Plectropomus_areolatus	4985.75160294467
ClaidentTutorial__Sample01__MiFish	089_Acentrogobius_pflaumii	4985.75160294467
ClaidentTutorial__Sample01__MiFish	125_Triplophysa_rosa	4985.75160294467
ClaidentTutorial__Sample01__MiFish	181_Gudusia_chapra	4985.75160294467
ClaidentTutorial__Sample01__MiFish	001_unidentified_Gastromyzontidae	4965.56637378295
ClaidentTutorial__Sample01__MiFish	033_unidentified_Channa	4965.56637378295
ClaidentTutorial__Sample01__MiFish	145_Pythonichthys_microphthalmus	4965.56637378295
ClaidentTutorial__Sample01__MiFish	194_unidentified_Characidae	4965.56637378295
ClaidentTutorial__Sample01__MiFish	195_unidentified_Symphurus	4965.56637378295
ClaidentTutorial__Sample01__MiFish	196_Halichoeres_tenuispinis	4965.56637378295
ClaidentTutorial__Sample01__MiFish	020_Scolopsis_ciliata	4945.38114462123
ClaidentTutorial__Sample01__MiFish	029_Amblydoras_gonzalezi	4945.38114462123
ClaidentTutorial__Sample01__MiFish	053_unidentified_Chaetobranchopsis	4945.38114462123
ClaidentTutorial__Sample01__MiFish	109_Hoplolatilus_cuniculus	4945.38114462123
ClaidentTutorial__Sample01__MiFish	133_unidentified_Syncrossus	4945.38114462123
ClaidentTutorial__Sample01__MiFish	139_unidentified_Sciaenidae	4945.38114462123
ClaidentTutorial__Sample01__MiFish	153_Anyperodon_leucogrammicus	4945.38114462123
ClaidentTutorial__Sample01__MiFish	157_Ichthyborus_ornatus	4945.38114462123
ClaidentTutorial__Sample01__MiFish	198_Danio_rerio	4945.38114462123
ClaidentTutorial__Sample01__MiFish	199_unidentified_Laeops	4945.38114462123
ClaidentTutorial__Sample01__MiFish	007_unidentified_Osteoglossiformes	4925.19591545951
ClaidentTutorial__Sample01__MiFish	062_unidentified_Carapus	4925.19591545951
ClaidentTutorial__Sample01__MiFish	112_Doederleinia_berycoides	4925.19591545951
ClaidentTutorial__Sample01__MiFish	202_unidentified_Diceratiidae	4925.19591545951
ClaidentTutorial__Sample01__MiFish	155_Monotaxis_grandoculis	4905.01068629779
ClaidentTutorial__Sample01__MiFish	205_unidentified_Cottiusculus	4905.01068629779
ClaidentTutorial__Sample01__MiFish	206_Clupeichthys_perakensis	4905.01068629779
ClaidentTutorial__Sample02__MiFish	033_unidentified_Channa	9940.09106158639
ClaidentTutorial__Sample02__MiFish	053_unidentified_Chaetobranchopsis	5153.36688233885
ClaidentTutorial__Sample02__MiFish	029_Amblydoras_gonzalezi	5092.25976515696
ClaidentTutorial__Sample02__MiFish	117_unidentified_Pseudorhombus	5092.25976515696
ClaidentTutorial__Sample02__MiFish	014_unidentified_Onychostoma	5071.89072609634
ClaidentTutorial__Sample02__MiFish	089_Acentrogobius_pflaumii	5071.89072609634
ClaidentTutorial__Sample02__MiFish	020_Scolopsis_ciliata	5051.52168703571
ClaidentTutorial__Sample02__MiFish	042_Cephalopholis_argus	5051.52168703571
ClaidentTutorial__Sample02__MiFish	047_Lepidoblepharon_ophthalmolepis	5051.52168703571
ClaidentTutorial__Sample02__MiFish	052_Pantodon_buchholzi	5051.52168703571
ClaidentTutorial__Sample02__MiFish	055_unidentified_Megaleporinus	5051.52168703571
ClaidentTutorial__Sample02__MiFish	077_unidentified_Hime	5051.52168703571
ClaidentTutorial__Sample02__MiFish	093_Trachidermus_fasciatus	5051.52168703571
ClaidentTutorial__Sample02__MiFish	096_Procetichthys_kreffti	5051.52168703571
ClaidentTutorial__Sample02__MiFish	145_Pythonichthys_microphthalmus	5051.52168703571
ClaidentTutorial__Sample02__MiFish	005_unidentified_Amblyopinae	5031.15264797508
ClaidentTutorial__Sample02__MiFish	006_unidentified_Symphysodon	5031.15264797508
ClaidentTutorial__Sample02__MiFish	007_unidentified_Osteoglossiformes	5031.15264797508
ClaidentTutorial__Sample02__MiFish	011_Pagellus_bogaraveo	5031.15264797508
ClaidentTutorial__Sample02__MiFish	018_unidentified_Hyporhamphus	5031.15264797508
ClaidentTutorial__Sample02__MiFish	067_unidentified_Sabanejewia	5031.15264797508
ClaidentTutorial__Sample02__MiFish	088_unidentified_Tetraodontidae	5031.15264797508
ClaidentTutorial__Sample02__MiFish	119_unidentified_Callionymidae	5031.15264797508
ClaidentTutorial__Sample02__MiFish	125_Triplophysa_rosa	5031.15264797508
ClaidentTutorial__Sample02__MiFish	003_Sardina_pilchardus	5010.78360891445
ClaidentTutorial__Sample02__MiFish	026_unidentified_Facciolella	5010.78360891445
ClaidentTutorial__Sample02__MiFish	032_Acanthocepola_krusensternii	5010.78360891445
ClaidentTutorial__Sample02__MiFish	035_unidentified_Pampus	5010.78360891445
ClaidentTutorial__Sample02__MiFish	064_Polymixia_japonica	5010.78360891445
ClaidentTutorial__Sample02__MiFish	075_Halichoeres_hartzfeldii	5010.78360891445
ClaidentTutorial__Sample02__MiFish	143_Rhynchactis_macrothrix	5010.78360891445
ClaidentTutorial__Sample02__MiFish	153_Anyperodon_leucogrammicus	5010.78360891445
ClaidentTutorial__Sample02__MiFish	170_unidentified_Lepomis	5010.78360891445
ClaidentTutorial__Sample02__MiFish	017_Cynoglossus_abbreviatus	4990.41456985382
ClaidentTutorial__Sample02__MiFish	021_unidentified_Homatula	4990.41456985382
ClaidentTutorial__Sample02__MiFish	062_unidentified_Carapus	4990.41456985382
ClaidentTutorial__Sample02__MiFish	109_Hoplolatilus_cuniculus	4990.41456985382
ClaidentTutorial__Sample02__MiFish	133_unidentified_Syncrossus	4990.41456985382
ClaidentTutorial__Sample02__MiFish	138_unidentified_Heterocongrinae	4990.41456985382
ClaidentTutorial__Sample02__MiFish	155_Monotaxis_grandoculis	4990.41456985382
ClaidentTutorial__Sample02__MiFish	179_Ateleopus_japonicus	4990.41456985382
ClaidentTutorial__Sample02__MiFish	001_unidentified_Gastromyzontidae	4970.0455307932
