samplename	family	nreads
ClaidentTutorial__Sample01__MiFish	51_others	30.2096185320408
ClaidentTutorial__Sample01__MiFish	01_Gobiidae	4.76205463930505
ClaidentTutorial__Sample01__MiFish	08_Clupeidae	2.23299341138948
ClaidentTutorial__Sample01__MiFish	04_Engraulidae	2.10814553695078
ClaidentTutorial__Sample01__MiFish	03_Danionidae	2.09031012631667
ClaidentTutorial__Sample01__MiFish	07_Cynoglossidae	1.52314406815225
ClaidentTutorial__Sample01__MiFish	35_Soleidae	1.25561290864073
ClaidentTutorial__Sample01__MiFish	17_Characidae	1.22707625162617
ClaidentTutorial__Sample01__MiFish	34_Cottidae	1.22350916949935
ClaidentTutorial__Sample01__MiFish	19_Myctophidae	1.20567375886525
ClaidentTutorial__Sample01__MiFish	11_unidentified_Euteleosteomorpha	1.19853959461161
ClaidentTutorial__Sample01__MiFish	16_Muraenidae	1.1271979520752
ClaidentTutorial__Sample01__MiFish	10_Chlopsidae	1.09509421293382
ClaidentTutorial__Sample01__MiFish	49_Cyprinodontidae	0.906038860212346
ClaidentTutorial__Sample01__MiFish	38_Labridae	0.891770531705065
ClaidentTutorial__Sample01__MiFish	32_Bovichtidae	0.859666792563683
ClaidentTutorial__Sample01__MiFish	06_Macrouridae	0.841831381929582
ClaidentTutorial__Sample01__MiFish	02_Cyprinidae	0.81329472491502
ClaidentTutorial__Sample01__MiFish	12_Scorpaenidae	0.81329472491502
ClaidentTutorial__Sample01__MiFish	09_Uranoscopidae	0.595702715178984
ClaidentTutorial__Sample02__MiFish	51_others	23.4783865516321
ClaidentTutorial__Sample02__MiFish	01_Gobiidae	3.68940674197278
ClaidentTutorial__Sample02__MiFish	03_Danionidae	3.60624388508405
ClaidentTutorial__Sample02__MiFish	25_Acheilognathidae	2.84643778350974
ClaidentTutorial__Sample02__MiFish	04_Engraulidae	2.73681401761096
ClaidentTutorial__Sample02__MiFish	07_Cynoglossidae	2.61584986213644
ClaidentTutorial__Sample02__MiFish	02_Cyprinidae	2.55536778439919
ClaidentTutorial__Sample02__MiFish	08_Clupeidae	2.26429778528862
ClaidentTutorial__Sample02__MiFish	34_Cottidae	2.02992973405675
ClaidentTutorial__Sample02__MiFish	12_Scorpaenidae	1.90518544872365
ClaidentTutorial__Sample02__MiFish	38_Labridae	1.76910077381482
ClaidentTutorial__Sample02__MiFish	16_Muraenidae	1.65191674819888
ClaidentTutorial__Sample02__MiFish	17_Characidae	1.45913012541137
ClaidentTutorial__Sample02__MiFish	49_Cyprinodontidae	1.41376856710842
ClaidentTutorial__Sample02__MiFish	09_Uranoscopidae	1.33816596993685
ClaidentTutorial__Sample02__MiFish	19_Myctophidae	1.28524415191675
ClaidentTutorial__Sample02__MiFish	35_Soleidae	1.14915947700792
ClaidentTutorial__Sample02__MiFish	47_Cobitidae	1.0811171395535
ClaidentTutorial__Sample02__MiFish	10_Chlopsidae	1.01307480209908
ClaidentTutorial__Sample02__MiFish	32_Bovichtidae	0.888330516765988
ClaidentTutorial__Sample02__MiFish	11_unidentified_Euteleosteomorpha	0.7976074001601
ClaidentTutorial__Sample03__MiFish	51_others	18.4837652666071
ClaidentTutorial__Sample03__MiFish	02_Cyprinidae	4.70956210902592
ClaidentTutorial__Sample03__MiFish	03_Danionidae	4.12357972679689
ClaidentTutorial__Sample03__MiFish	01_Gobiidae	3.83058853568237
ClaidentTutorial__Sample03__MiFish	04_Engraulidae	3.80526830928976
ClaidentTutorial__Sample03__MiFish	07_Cynoglossidae	2.81416230477892
ClaidentTutorial__Sample03__MiFish	08_Clupeidae	2.30414060172773
ClaidentTutorial__Sample03__MiFish	49_Cyprinodontidae	1.55176816034725
ClaidentTutorial__Sample03__MiFish	16_Muraenidae	1.46857313077152
ClaidentTutorial__Sample03__MiFish	34_Cottidae	1.4504872547768
ClaidentTutorial__Sample03__MiFish	25_Acheilognathidae	1.42516702838419
ClaidentTutorial__Sample03__MiFish	47_Cobitidae	1.42154985318524
ClaidentTutorial__Sample03__MiFish	19_Myctophidae	1.33473764841057
ClaidentTutorial__Sample03__MiFish	32_Bovichtidae	1.32026894761479
ClaidentTutorial__Sample03__MiFish	10_Chlopsidae	1.22260521724329
ClaidentTutorial__Sample03__MiFish	38_Labridae	1.110472786076
ClaidentTutorial__Sample03__MiFish	40_Sinipercidae	1.02366058130133
ClaidentTutorial__Sample03__MiFish	09_Uranoscopidae	0.980254478913996
ClaidentTutorial__Sample03__MiFish	12_Scorpaenidae	0.900676624537215
ClaidentTutorial__Sample03__MiFish	17_Characidae	0.875356398144602
ClaidentTutorial__Sample03__MiFish	35_Soleidae	0.857270522149879
ClaidentTutorial__Sample03__MiFish	30_Odontobutidae	0.575130856632197
ClaidentTutorial__Sample03__MiFish	18_Bryconidae	0.466615600663858
ClaidentTutorial__Sample04__MiFish	51_others	18.189711450581
ClaidentTutorial__Sample04__MiFish	03_Danionidae	3.68085476781129
ClaidentTutorial__Sample04__MiFish	01_Gobiidae	3.37010923967446
ClaidentTutorial__Sample04__MiFish	02_Cyprinidae	2.64503634068852
ClaidentTutorial__Sample04__MiFish	25_Acheilognathidae	2.62653958306132
ClaidentTutorial__Sample04__MiFish	07_Cynoglossidae	2.39717978848413
ClaidentTutorial__Sample04__MiFish	16_Muraenidae	2.30839535187361
ClaidentTutorial__Sample04__MiFish	04_Engraulidae	2.29359794577186
ClaidentTutorial__Sample04__MiFish	06_Macrouridae	2.20111415763589
ClaidentTutorial__Sample04__MiFish	08_Clupeidae	2.14932323627976
ClaidentTutorial__Sample04__MiFish	49_Cyprinodontidae	2.14192453322888
ClaidentTutorial__Sample04__MiFish	10_Chlopsidae	1.80898289593942
ClaidentTutorial__Sample04__MiFish	47_Cobitidae	1.56852504678592
ClaidentTutorial__Sample04__MiFish	18_Bryconidae	1.55002828915872
ClaidentTutorial__Sample04__MiFish	32_Bovichtidae	1.41685163424294
ClaidentTutorial__Sample04__MiFish	34_Cottidae	1.41685163424294
ClaidentTutorial__Sample04__MiFish	09_Uranoscopidae	1.32806719763242
ClaidentTutorial__Sample04__MiFish	17_Characidae	1.19858989424207
ClaidentTutorial__Sample04__MiFish	12_Scorpaenidae	1.13200156678418
ClaidentTutorial__Sample04__MiFish	33_Mormyridae	1.00622361491927
ClaidentTutorial__Sample04__MiFish	40_Sinipercidae	0.947033990512252
ClaidentTutorial__Sample04__MiFish	30_Odontobutidae	0.728772250511381
ClaidentTutorial__Sample04__MiFish	19_Myctophidae	0.70657614135875
ClaidentTutorial__Sample04__MiFish	20_Bothidae	0.469817643730687
ClaidentTutorial__Sample05__MiFish	51_others	14.2905461145026
ClaidentTutorial__Sample05__MiFish	03_Danionidae	4.01439531430456
ClaidentTutorial__Sample05__MiFish	02_Cyprinidae	3.6708051476654
ClaidentTutorial__Sample05__MiFish	01_Gobiidae	3.60769674971127
ClaidentTutorial__Sample05__MiFish	19_Myctophidae	2.89948028378156
ClaidentTutorial__Sample05__MiFish	06_Macrouridae	2.6680828246164
ClaidentTutorial__Sample05__MiFish	25_Acheilognathidae	2.65405873618215
ClaidentTutorial__Sample05__MiFish	05_Tetraodontidae	2.48576967497113
ClaidentTutorial__Sample05__MiFish	04_Engraulidae	2.44019138755981
ClaidentTutorial__Sample05__MiFish	16_Muraenidae	2.43668536545125
ClaidentTutorial__Sample05__MiFish	20_Bothidae	1.63030028048177
ClaidentTutorial__Sample05__MiFish	07_Cynoglossidae	1.51810757300775
ClaidentTutorial__Sample05__MiFish	49_Cyprinodontidae	1.33930044547104
ClaidentTutorial__Sample05__MiFish	12_Scorpaenidae	1.32177033492823
ClaidentTutorial__Sample05__MiFish	08_Clupeidae	1.17451740636859
ClaidentTutorial__Sample05__MiFish	40_Sinipercidae	1.08686685365451
ClaidentTutorial__Sample05__MiFish	30_Odontobutidae	1.06583072100314
ClaidentTutorial__Sample05__MiFish	10_Chlopsidae	1.01324038937469
