samplename	species	nreads
ClaidentTutorial__Sample01__MiFish	083_unidentified_Amblyopinae	2.02253556590709
ClaidentTutorial__Sample01__MiFish	100_unidentified_Ariosoma	1.81207772042469
ClaidentTutorial__Sample01__MiFish	180_Helostoma_temminkii	1.71933358512737
ClaidentTutorial__Sample01__MiFish	074_Parachaenichthys_charcoti	1.68722984598598
ClaidentTutorial__Sample01__MiFish	117_Mugil_cephalus	1.6372906962105
ClaidentTutorial__Sample01__MiFish	141_Eleginus_gracilis	1.55881488942045
ClaidentTutorial__Sample01__MiFish	185_unidentified_Pseudorhombus	1.55881488942045
ClaidentTutorial__Sample01__MiFish	186_Arripis_trutta	1.53741239665953
ClaidentTutorial__Sample01__MiFish	085_Cynoglossus_abbreviatus	1.52314406815225
ClaidentTutorial__Sample01__MiFish	138_Brachygobius_doriae	1.46607075412313
ClaidentTutorial__Sample01__MiFish	078_unidentified_Channa	1.36262537244534
ClaidentTutorial__Sample01__MiFish	196_Hime_japonica	1.27344831927483
ClaidentTutorial__Sample01__MiFish	197_unidentified_Eugnathogobius	1.27344831927483
ClaidentTutorial__Sample01__MiFish	010_unidentified_Opsaridium	1.25917999076755
ClaidentTutorial__Sample01__MiFish	137_unidentified_Heteromycteris	1.25561290864073
ClaidentTutorial__Sample01__MiFish	102_unidentified_Characidae	1.22707625162617
ClaidentTutorial__Sample01__MiFish	032_unidentified_Cottiusculus	1.22350916949935
ClaidentTutorial__Sample01__MiFish	097_Harengula_jaguana	1.21637500524571
ClaidentTutorial__Sample01__MiFish	162_unidentified_Diceratiidae	1.21637500524571
ClaidentTutorial__Sample01__MiFish	151_unidentified_Linophrynidae	1.21280792311889
ClaidentTutorial__Sample01__MiFish	013_Triphoturus_mexicanus	1.20567375886525
ClaidentTutorial__Sample01__MiFish	108_Pterapogon_kauderni	1.20210667673843
ClaidentTutorial__Sample01__MiFish	005_unidentified_Euteleosteomorpha	1.19853959461161
ClaidentTutorial__Sample01__MiFish	124_unidentified_Nemacheilidae	1.17357001972387
ClaidentTutorial__Sample01__MiFish	042_unidentified_Stolephorus	1.17000293759705
ClaidentTutorial__Sample01__MiFish	021_unidentified_Muraeninae	1.1271979520752
ClaidentTutorial__Sample01__MiFish	094_Polydactylus_sextarius	1.1093625414411
ClaidentTutorial__Sample01__MiFish	003_Kaupichthys_hyoproroides	1.09509421293382
ClaidentTutorial__Sample01__MiFish	211_Petroscirtes_breviceps	1.08082588442654
ClaidentTutorial__Sample01__MiFish	155_Girella_punctata	1.0736917201729
ClaidentTutorial__Sample01__MiFish	035_Spratelloides_delicatulus	1.01661840614377
ClaidentTutorial__Sample01__MiFish	173_unidentified_Oreochromini	1.01305132401695
ClaidentTutorial__Sample01__MiFish	167_unidentified_Hiodon	1.00591715976331
ClaidentTutorial__Sample01__MiFish	216_unidentified_Esociformes	0.95241092786101
ClaidentTutorial__Sample01__MiFish	033_unidentified_Coilinae	0.938142599353729
ClaidentTutorial__Sample01__MiFish	068_unidentified_Cyprinodon	0.906038860212346
ClaidentTutorial__Sample01__MiFish	125_Macropharyngodon_negrosensis	0.891770531705065
ClaidentTutorial__Sample01__MiFish	052_Parupeneus_chrysopleuron	0.881069285324604
ClaidentTutorial__Sample01__MiFish	030_unidentified_Bovichtus	0.859666792563683
ClaidentTutorial__Sample01__MiFish	219_unidentified_Macrourinae	0.841831381929582
ClaidentTutorial__Sample01__MiFish	104_unidentified_Microdevario	0.831130135549121
ClaidentTutorial__Sample01__MiFish	146_Lactoria_diaphana	0.827563053422301
ClaidentTutorial__Sample01__MiFish	006_unidentified_Pterois	0.81329472491502
ClaidentTutorial__Sample01__MiFish	061_unidentified_Tariqilabeo	0.81329472491502
ClaidentTutorial__Sample01__MiFish	220_unidentified_Citharinus	0.788325150027278
ClaidentTutorial__Sample01__MiFish	222_Aeoliscus_strigatus	0.692013932603131
ClaidentTutorial__Sample01__MiFish	096_Seriola_quinqueradiata	0.670611439842209
ClaidentTutorial__Sample01__MiFish	077_unidentified_Plesiops	0.652776029208108
ClaidentTutorial__Sample01__MiFish	002_Uranoscopus_cognatus	0.595702715178984
ClaidentTutorial__Sample01__MiFish	177_unidentified_Scomberomorus	0.510092744135297
ClaidentTutorial__Sample02__MiFish	074_Parachaenichthys_charcoti	2.09419194165258
ClaidentTutorial__Sample02__MiFish	032_unidentified_Cottiusculus	2.02992973405675
ClaidentTutorial__Sample02__MiFish	061_unidentified_Tariqilabeo	1.94298674730944
ClaidentTutorial__Sample02__MiFish	006_unidentified_Pterois	1.90518544872365
ClaidentTutorial__Sample02__MiFish	125_Macropharyngodon_negrosensis	1.76910077381482
ClaidentTutorial__Sample02__MiFish	021_unidentified_Muraeninae	1.65191674819888
