samplename	otu_001	otu_002	otu_003	otu_004	otu_005	otu_006	otu_007	otu_008	otu_009	otu_010	otu_011	otu_012	otu_013	otu_014	otu_015	otu_016	otu_017	otu_018	otu_019	otu_020	otu_021	otu_022	otu_023	otu_024	otu_025	otu_026	otu_027	otu_028	otu_029	otu_030	otu_031	otu_032	otu_033	otu_034	otu_035	otu_036	otu_037	otu_038	otu_039	otu_040	otu_041	otu_042	otu_043	otu_044	otu_045	otu_046	otu_047	otu_048	otu_049	otu_050	otu_051	otu_052	otu_053	otu_054	otu_055	otu_056	otu_057	otu_058	otu_059	otu_060	otu_061	otu_062	otu_063	otu_064	otu_065	otu_066	otu_067	otu_068	otu_069	otu_070	otu_071	otu_072	otu_073	otu_074	otu_075	otu_076	otu_077	otu_078	otu_079	otu_080	otu_081	otu_082	otu_083	otu_084	otu_085	otu_086	otu_087	otu_088	otu_089	otu_090	otu_091	otu_092	otu_093	otu_094	otu_095	otu_096	otu_097	otu_098	otu_099	otu_100	otu_101	otu_102	otu_103	otu_104	otu_105	otu_106	otu_107	otu_108	otu_109	otu_110	otu_111	otu_112	otu_113	otu_114	otu_115	otu_116	otu_117	otu_118	otu_119	otu_120	otu_121	otu_122	otu_123	otu_124	otu_125	otu_126	otu_127	otu_128	otu_129	otu_130	otu_131	otu_132	otu_133	otu_134	otu_135	otu_136	otu_137	otu_138	otu_139	otu_140	otu_141	otu_142	otu_143	otu_144	otu_145	otu_146	otu_147	otu_148	otu_149	otu_150	otu_151	otu_152	otu_153	otu_154	otu_155	otu_156	otu_157	otu_158	otu_159	otu_160	otu_161	otu_162	otu_163	otu_164	otu_165	otu_166	otu_167	otu_168	otu_169	otu_170	otu_171	otu_172	otu_173	otu_174	otu_175	otu_176	otu_177	otu_178	otu_179	otu_180	otu_181	otu_182	otu_183	otu_184	otu_185	otu_186	otu_187	otu_188	otu_189	otu_190	otu_191	otu_192	otu_193	otu_194	otu_195	otu_196	otu_197	otu_198	otu_199	otu_200	otu_201	otu_202	otu_203	otu_204	otu_205	otu_206	otu_207	otu_208	otu_209	otu_210	otu_211
ClaidentTutorial__Sample01__MiFish	219	218	0	0	0	219	0	0	217	0	0	224	0	228	0	217	0	0	0	215	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	224	0	0	0	0	221	0	0	0	0	215	0	0	214	0	226	219	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	223	0	214	0	223	0	0	0	0	218	227	0	0	0	0	0	226	0	0	0	227	0	0	220	0	0	222	211	0	0	0	0	0	216	214	0	0	0	0	0	0	0	0	0	0	219	0	218	215	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	216	0	0	214	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	223	0	0	217	0	210	0	219	219	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	217	211	0	0	0	0	0	224	220	0	0	0	0	0	0	0	225	227	0	0	213	0	215	0	0	0	0
ClaidentTutorial__Sample02__MiFish	233	224	0	0	0	227	0	234	234	0	0	240	0	225	0	236	0	0	0	237	0	0	0	0	0	237	0	0	236	0	0	0	0	0	0	230	0	0	0	0	230	0	0	0	237	236	0	0	236	0	229	236	0	0	0	0	0	0	238	0	0	0	238	0	0	237	232	0	234	0	0	0	232	0	0	0	0	235	239	0	0	0	0	0	235	234	0	0	236	0	0	238	229	0	227	232	0	0	0	0	0	236	233	0	0	0	0	0	0	0	0	0	0	235	0	232	233	0	0	230	0	0	245	0	0	0	0	0	0	0	0	0	237	0	0	230	0	0	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	234	0	0	237	0	227	0	230	238	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ClaidentTutorial__Sample03__MiFish	237	242	230	0	0	0	231	239	232	240	0	236	0	230	233	233	0	0	0	230	0	0	0	0	0	238	0	0	235	230	0	0	0	0	0	228	0	0	0	0	231	0	0	0	237	228	0	231	0	0	230	235	0	0	229	0	0	0	232	0	232	0	239	0	0	230	233	0	233	0	0	0	239	0	0	0	0	231	231	0	0	0	0	0	241	224	0	0	238	0	0	233	239	0	238	229	0	0	0	0	0	242	232	0	0	0	0	0	0	0	0	0	0	239	0	241	234	0	0	238	0	0	222	0	0	0	0	0	0	0	234	0	230	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ClaidentTutorial__Sample04__MiFish	235	231	233	0	0	237	229	234	242	231	0	232	0	238	236	239	0	0	0	241	0	0	0	0	227	233	227	0	233	239	0	0	0	0	0	241	0	234	0	0	234	0	0	0	235	238	0	228	0	0	229	0	0	0	235	0	233	0	0	0	228	0	236	0	0	229	233	0	227	0	0	0	227	0	0	0	0	236	235	0	0	0	0	0	226	241	0	0	0	0	0	238	234	0	229	232	0	0	0	0	0	236	234	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	228	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0
ClaidentTutorial__Sample05__MiFish	234	237	238	0	233	236	240	235	238	225	0	231	232	234	242	227	0	0	0	233	0	230	0	0	235	232	241	0	243	237	0	0	0	0	0	234	0	235	0	0	229	0	0	0	231	234	0	236	0	0	232	0	0	0	237	0	238	0	235	0	240	0	237	0	0	229	240	0	235	0	0	230	0	0	0	0	0	238	225	0	0	0	0	0	238	228	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	232	0	0	228	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	231	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ClaidentTutorial__Sample06__MiFish	238	243	236	243	233	237	233	251	0	238	0	244	237	241	239	239	0	0	0	0	0	237	242	243	241	236	247	234	241	238	0	0	0	0	0	241	0	234	0	0	0	0	0	0	243	235	0	237	0	0	241	0	0	0	243	0	239	241	244	0	239	0	234	0	233	236	239	0	242	0	0	241	0	0	0	0	0	0	0	0	241	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	238	0	235	0	0	0	0	0	0	0	0	0	0	237	0	0	0	0	0	0	236	240	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ClaidentTutorial__Sample07__MiFish	0	222	224	212	227	217	214	219	0	226	0	212	217	222	218	221	0	0	0	0	0	225	219	214	0	214	218	218	218	227	0	0	233	0	0	0	0	219	221	0	0	0	0	0	214	223	0	224	0	0	222	0	226	0	208	0	0	0	219	0	226	0	212	0	211	0	221	221	0	0	0	219	0	0	0	0	0	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	214	0	212	0	224	0	0	0	0	0	0	0	0	0	0	222	215	0	0	221	0	0	218	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ClaidentTutorial__Sample08__MiFish	228	241	0	238	240	241	238	231	0	233	0	230	230	242	236	238	0	231	0	0	0	234	237	233	0	235	234	234	0	225	233	0	236	0	0	0	0	239	231	0	0	0	0	0	228	0	0	234	0	0	0	0	233	0	233	0	0	0	228	0	229	0	0	0	233	0	0	235	0	0	0	233	0	0	0	0	229	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	231	0	234	0	237	0	0	0	0	240	0	0	0	0	0	0	0	224	233	0	0	240	235	0	227	0	0	0	232	0	0	0	0	0	0	0	0	228	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ClaidentTutorial__Sample09__MiFish	233	232	0	236	236	235	238	233	0	231	231	236	0	0	237	237	0	241	0	0	0	231	234	236	0	228	237	237	0	235	244	0	233	236	0	0	0	235	232	0	0	0	0	0	0	0	0	229	229	0	0	0	233	0	237	0	0	0	0	0	0	0	0	0	227	0	0	232	0	0	0	236	240	0	0	0	235	0	0	0	235	0	0	0	0	0	232	0	0	233	0	0	0	0	0	0	0	0	0	0	230	0	0	236	0	237	0	0	0	0	0	0	232	0	0	0	0	236	0	0	0	235	0	0	233	224	0	0	0	232	0	0	0	0	0	0	0	0	0	0	230	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0
ClaidentTutorial__Sample10__MiFish	236	236	236	232	237	227	232	235	0	236	245	237	0	0	239	241	232	235	0	234	236	0	235	228	0	243	235	223	0	237	232	0	235	233	237	0	0	238	0	0	0	0	0	0	0	0	0	0	234	0	0	0	230	0	0	229	0	0	0	0	0	0	0	231	239	0	0	232	0	0	0	0	0	0	0	0	233	0	0	0	230	0	0	0	0	0	230	0	0	227	0	0	0	0	0	0	0	242	0	0	237	0	0	227	0	227	0	0	0	0	0	0	235	0	0	0	0	229	0	0	0	0	0	0	0	232	0	0	0	236	0	238	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
